scat.rich.m	scat.vol.m	scat.het.m	env.rich.m	env.vol.m	env.het.m	sd.rich.m	sd.vol.m	sd.het.m	rp.rich.m	rp.vol.m	rp.het.m	full.rich.m	full.vol.m	full.het.m	obs.rich	obs.vol	obs.het
88.6	712.03183074	0.4245316196	130.1	699.77637276	0.328352411	94.3	669.75053598	0.2639134233	130.5	645.71459388	0.249413276	154.1	649.64968278	0.2447390753	157	680.656050955414	0.285049335874276
90.8	704.22021705	0.4260270604	135.3	679.97515457	0.3305418366	96.2	671.85848143	0.2685322533	132.8	646.41631764	0.255713596	150.5	662.79559914	0.2535282596	149	703.154362416107	0.291471818972576
89	688.9540568	0.4251669932	136.7	662.95520212	0.3268919254	98.1	670.16195895	0.2787946089	132.2	651.38170838	0.253966444	149.3	678.24566597	0.262006213	143	721.202797202797	0.292043912537098
95.5	662.59867628	0.4234839257	138.3	678.45068459	0.3345099766	100.5	676.82070041	0.2885258937	134.4	648.60786164	0.2569824073	150.7	679.37283428	0.2677290165	145	705.758620689655	0.299336238739861
90.6	692.34575222	0.4233855984	118.4	735.79547093	0.3263313463	101.4	688.56940156	0.2896500557	135.2	653.1806089	0.2547862339	146.9	693.63152478	0.2618949614	142	717.260563380282	0.303744016499826
88	684.44967784	0.4244078764	102	775.35514961	0.3386893276	103.8	690.66033714	0.2879744472	139	642.1992876	0.2484684261	141.9	705.22784242	0.2604197374	148	720.304054054054	0.296177836549684
87.8	676.6320586	0.4234240173	114.3	722.20075821	0.3276204374	102.9	698.22020717	0.2914060526	142	635.90211495	0.2437670378	154.1	668.43594104	0.2695511005	156	704.448717948718	0.308021557540892
89.6	682.20617591	0.4249393479	128.3	664.15975136	0.3314096018	103	701.55851717	0.2803268113	146.9	626.87635251	0.2434987071	160.9	655.20874076	0.2829609219	158	700.632911392405	0.306886683230291
88.9	703.39190863	0.424484726	126.8	672.65534495	0.3239162795	107	693.48424539	0.2906594532	149.5	617.07033915	0.2353398976	163.1	653.07102778	0.2838212038	162	691.240740740741	0.313577988350562
91.2	677.6568202	0.4256362999	107	694.50200453	0.3420396917	107.5	698.18563013	0.2841431602	151	609.59282555	0.2310433189	147	682.73310009	0.2775598789	184	644.076086956522	0.363578592473194
83.5	701.00708733	0.4238376742	130.4	607.2681638	0.2783989574	108.2	705.54739426	0.2872045329	148.4	617.56895689	0.2286133083	158.5	665.60120952	0.2812604074	203	612.743842364532	0.372040112136
93	695.51983522	0.4255582815	143	653.00048369	0.2976553495	110.1	706.55258058	0.2877358309	147.4	625.59835363	0.2372221689	169.7	641.90404678	0.3014194875	207	609.125603864734	0.36385050561287
90.2	692.72667801	0.4260781472	109.1	747.49232213	0.3175617153	112.5	696.00032924	0.2855722424	144	636.17849841	0.241790016	157.2	671.07076147	0.3044134696	174	665.258620689655	0.338742688491191
87.6	686.97631165	0.4252075183	120.8	710.14611873	0.3352814392	113.2	699.92319414	0.2856067006	140.2	647.89998495	0.2456026787	150.2	680.39777238	0.3017650577	158	689.987341772152	0.340803675727505
88.2	689.29886635	0.4256577416	146.5	645.33917525	0.3493205936	113.2	703.90932215	0.283189893	135.6	660.21347762	0.247237211	145.9	686.57303464	0.2994946689	167	676.832335329341	0.342751329809885
90.3	694.39173961	0.4256039712	109	691.24990648	0.3330906509	112.6	703.24256788	0.2783195612	130.2	678.58621204	0.2535326167	134	701.39951747	0.2932879389	148	699.993243243243	0.343778054769152
94.8	670.15529341	0.4250112458	102.7	674.4386835	0.3479906543	112.1	697.19775842	0.2667061734	124.5	693.01032093	0.2580629079	120.9	741.90355554	0.2918324223	131	756.519083969466	0.340194851670676
82.9	693.76484252	0.4254545841	98.2	731.52728132	0.3325416001	110.9	702.24886654	0.2642581425	120.6	700.97610537	0.2619964404	110	791.29528292	0.2937240233	118	844.940677966102	0.332631488230681
89.8	663.07427002	0.4223707433	89.5	800.49043837	0.3019408869	109.9	696.45518214	0.2538300107	113.5	714.69361726	0.2608644473	97.1	860.08303747	0.2895448402	114	855.842105263158	0.327330088223475
86.5	683.47515172	0.4242041854	84.2	812.82372216	0.3189594505	108.1	707.3026384	0.2555720811	105.3	737.13451794	0.2620330642	90.4	899.74831257	0.2907579074	115	836.469565217391	0.331168531626586
86.6	684.06451603	0.4238288476	56.7	930.72133135	0.3366074934	108.1	700.19542493	0.2558524889	98.3	752.43002587	0.2531851127	79.5	954.21405064	0.2836312424	102	865.93137254902	0.319765462599324
89	696.31454513	0.4243560002	76.1	876.36659672	0.3223652354	105.1	703.89636769	0.2497403852	94.3	769.72107151	0.2537380431	79.4	958.64702146	0.290455092	86	937.837209302326	0.295365140283998
89.5	693.80031635	0.4257232655	57.2	949.0184673	0.33023941	104.1	706.6442221	0.2531384845	89.9	772.71498217	0.2522948329	74.1	966.48314606	0.2929413538	80	952.65	0.291627575938594
88.8	690.38286694	0.4242829623	68.4	923.48107139	0.3533667413	101.1	707.03147548	0.2460172502	84.7	777.58417915	0.2418647764	72.8	954.03443302	0.3007902478	81	906.604938271605	0.299690567214734
88.4	679.00326415	0.422347131	62.1	910.10272284	0.3733960003	99.6	694.32710956	0.2441033707	78.5	786.52005913	0.2317690681	67.4	952.15617342	0.3035741568	79	884.607594936709	0.30657532669702
83.4	695.71297708	0.4242882326	64.2	864.0090274	0.3895563004	96.6	690.72491412	0.2378439032	72.7	811.31410455	0.2304858217	63.9	932.9392701	0.302005439	73	796.383561643836	0.326479998421789
92.5	675.44271217	0.4253222657	58.9	891.87364387	0.3975189017	92.7	694.02965636	0.2318620464	69.1	821.03541099	0.2343478325	60.2	906.78203176	0.3102089521	66	799.439393939394	0.345145549222421
90.5	694.34045687	0.4257646847	59.5	831.01920992	0.4427350465	90.5	699.58744817	0.2286005454	63.4	839.76663101	0.2312244545	56.3	893.60447846	0.3195311615	58	793.586206896552	0.371844560654884
89.4	680.31087317	0.4251505302	55.1	825.41765385	0.4501963442	88.1	695.40240013	0.2245467791	58.3	848.32811884	0.2184001598	51.2	900.52750936	0.3293402354	44	812.818181818182	0.413225524715235
91.9	681.64524054	0.4244438087	44.5	814.24426862	0.4710783191	83.9	696.08695563	0.2088908656	52.9	856.59290333	0.2094333701	44.6	885.45444589	0.3425939879	40	799.275	0.391618707914745
85.9	666.45790926	0.4251700141	39.9	742.03799762	0.4565731066	80.1	695.22694921	0.2019568759	48.3	880.2058958	0.2117154886	37.4	876.43448595	0.3515166865	39	742.512820512821	0.38967280834642
84.6	696.49801755	0.4238238343	40.1	709.7396166	0.4624191585	74.9	716.33223057	0.1986037636	44.6	882.22789182	0.2068287495	33.2	848.09399813	0.3403536283	35	731.085714285714	0.396945084966945
91.3	684.27471892	0.4264642466	31.8	786.7760889	0.4632121669	70.6	721.50990292	0.1940317754	41.4	891.61066122	0.2112502326	28.6	840.84593766	0.3403214641	32	759.59375	0.402146181547535
92.4	684.20231011	0.4238239752	32.8	708.90971337	0.4889298451	64.6	746.83417793	0.1922044663	39.7	871.82195615	0.2025534817	26.7	814.99312366	0.3317175284	23	864.04347826087	0.391723008424254
89.1	687.3750726	0.4254362851	24.7	767.75015777	0.4852095252	60.4	762.01098936	0.187355125	36.5	854.80720938	0.2049072099	23.9	779.09254449	0.3164104653	25	774.16	0.381846197281944
86.1	686.97449614	0.4225035397	24.5	694.00677601	0.4382744356	56.6	776.60023958	0.1801151343	33.8	851.8309853	0.185767933	20.6	713.98478172	0.3010169969	31	678.225806451613	0.35597647000391
88.2	676.58011869	0.4243632241	28.2	673.92254593	0.4912445006	51.7	795.71055357	0.1738156914	31.1	838.42779972	0.1709960977	18.3	670.82893792	0.2900999285	32	639.1875	0.356088806260266
91.4	688.27377339	0.425765578	25.6	713.12985704	0.4918012378	45.1	811.11474531	0.1689103257	27.4	867.44904255	0.1863552765	15.8	677.27442761	0.2914974411	28	623	0.341639521312224
88.9	685.50869582	0.4258720165	80.2	815.53895498	0.3046211047	59.5	671.16264699	0.1542447859	84.6	660.39859964	0.1617593654	79.4	723.27716439	0.2079026585	116	746.758620689655	0.250301219183296
87.3	697.75176256	0.4239065626	61.8	937.98526958	0.3140478647	65.2	637.88479604	0.174203481	91.3	651.70338109	0.1726151237	75	785.56756331	0.2161012639	133	704.466165413534	0.260265695941659
88.6	700.93325344	0.4253836633	72.2	877.59567615	0.3120699419	69.5	634.19092284	0.1857826512	97.7	641.18568524	0.1792619774	91.2	717.81595104	0.1874300861	157	652.050955414013	0.267516879878503
87.4	709.22835803	0.4269862253	87.4	753.1863988	0.3313459298	73.7	626.76180289	0.1924772286	101.9	638.28138673	0.1873954832	105.6	678.49324523	0.1822807314	158	643.816455696203	0.261504992240239
90.3	682.98065396	0.4233737446	94.5	779.87191103	0.3152320361	76.2	632.82133099	0.1958015913	104.7	641.16652876	0.1897879186	113.7	678.78391847	0.1882854948	155	659.81935483871	0.261973237328774
91.2	672.82014003	0.4228720951	54.8	941.95069733	0.3066553563	79.5	637.04234839	0.2080162088	107.5	651.50685457	0.2068656265	102.8	726.99623847	0.1812355602	145	693.262068965517	0.258446408388505
88.4	714.10754994	0.4260938483	108.7	681.75502421	0.3142518525	81.2	635.60727076	0.2088286712	109.2	654.68273443	0.2126568194	128.4	656.0718699	0.1844739419	121	740.02479338843	0.248487890738579
83.3	695.07289999	0.4255064022	110.1	660.74011807	0.3293753668	84.2	634.87737077	0.2211972563	111.7	660.07295494	0.2199540118	130.2	659.29205271	0.1951037543	109	759.495412844037	0.23126337265062
87.5	691.65887342	0.4255323712	101.5	718.86901749	0.3239200062	83.7	643.79896995	0.2259976014	113	659.50383973	0.2246538147	130.6	669.38644462	0.1964535373	119	726.55462184874	0.238536955707516
90	667.44260042	0.4250010633	102.2	729.9315074	0.3162889451	87	649.23740915	0.234927144	115.9	650.36624854	0.2258263709	136.8	661.31139233	0.2050514281	126	719.563492063492	0.255765208114903
96.6	661.05207189	0.4250505686	122.9	636.4612714	0.3382008348	87.8	656.10707229	0.2425167641	119.8	647.90475212	0.2356410705	138.5	665.91093709	0.2160719403	142	679.422535211268	0.255631323163393
86.4	687.05379894	0.4247408617	100	739.70559476	0.3268409715	89.8	671.26499376	0.2574426007	125.3	631.79089179	0.2403590941	142.7	664.64979434	0.2275880591	159	644.201257861635	0.28171964431991
84.4	678.09692522	0.4229973165	152.5	618.6023955	0.339809926	91.4	675.14015629	0.2631464509	129.1	633.75852122	0.2390207897	156.5	627.97192609	0.2373912657	171	630.368421052632	0.29303178130502
89.7	675.73893237	0.4238193807	118.7	707.71020813	0.327594884	92.7	675.29094673	0.2708830909	126.8	644.57728047	0.2396078048	148.7	656.29982046	0.2450352665	155	689.81935483871	0.296755859187687
89.6	705.0629942	0.4262414241	114.6	714.64289286	0.3317600416	94.6	680.1417321	0.2815159137	128.8	642.09042907	0.2452517198	145.2	681.02740426	0.2564065993	151	701.960264900662	0.29460575522769
86.7	679.6415269	0.423351746	121.2	703.03567867	0.3292176257	96.1	682.40275078	0.2818722901	131.4	638.31826189	0.2474827627	145.6	680.42441612	0.2574628123	146	716	0.295741365646304
88.4	687.07646858	0.4260959455	124.6	669.72075729	0.3397343027	97.9	680.96581164	0.2857055784	131.2	640.88173317	0.2394835141	147.1	679.45266964	0.2565583222	150	699.686666666667	0.300048099179326
88	687.32864522	0.423324529	116.9	710.89423628	0.3383720121	98.9	691.59967151	0.2883416287	136.3	634.10336427	0.2394274267	147.1	673.52101671	0.2543076178	168	670.970238095238	0.294439649754292
91.9	674.46454579	0.4225150781	139.1	638.09040651	0.3494870533	97.6	704.19836479	0.2935325129	140.8	622.60365622	0.2398686177	160.8	633.62790115	0.2663599296	180	651.383333333333	0.312307145671687
89.4	714.29077792	0.4266545766	137	626.85873233	0.3323300496	96.9	713.11432367	0.282717368	142.9	614.4103159	0.2334311584	165.9	621.53372298	0.2751330108	184	653.364130434783	0.3139144534172
90.3	680.38439643	0.4273617775	190.3	552.6098835	0.3437888262	100	706.18300971	0.2926837386	146.9	609.07132535	0.2357170918	176.3	610.72699937	0.2886770827	202	618.30198019802	0.326793510156437
85.9	703.28688444	0.4261440493	160.5	596.28744575	0.327198478	102	700.41106319	0.2858909836	146.3	610.38226078	0.2300681513	172.2	617.30715871	0.2890224796	209	594.602870813397	0.356969653807981
90.1	701.19711815	0.4259590058	175.2	579.46507925	0.3445634536	103.2	706.48443977	0.2870502806	145.9	612.92982841	0.2331064642	178.3	600.86371645	0.2917252428	220	583.454545454545	0.370647496723307
85.3	678.14705037	0.4251299408	195	535.36595301	0.342571123	106.9	699.87506483	0.2865391905	142.2	626.0419956	0.2350396875	179.8	593.61856468	0.294297547	212	595.160377358491	0.35310230051326
91.4	677.68711738	0.4252357006	121.9	639.54953757	0.325018186	108.4	692.22049246	0.2868986159	139.6	630.98582949	0.2356026216	162.6	622.63342379	0.2926595316	186	632.94623655914	0.341875519582495
86.9	665.72581074	0.422694062	128.5	597.09246243	0.3283910333	109.6	694.08315064	0.2827553654	135.4	647.82296581	0.2438485154	151.4	641.4169616	0.2875948644	148	683.594594594595	0.340627006369345
88.5	684.74947489	0.4252590408	116	575.95850953	0.3306237736	107.6	696.31017438	0.2754034582	131.4	652.61526591	0.2395126155	133.5	670.93162266	0.2774610722	132	708.719696969697	0.335744818822667
89.2	653.30937719	0.4224250137	96.1	637.88102819	0.3366645295	106.3	701.09446778	0.2632132669	128.7	660.90284158	0.2447640649	121.1	693.54056046	0.2682107075	140	713.364285714286	0.338136731363499
88.2	690.90100712	0.4268502685	101.8	690.03183963	0.339507369	107.7	697.7101905	0.2599205283	124.2	672.6526489	0.2505968982	120.6	711.00107281	0.2784966589	140	721.557142857143	0.334456371743826
92	648.57529087	0.422920901	132.6	668.52412091	0.3302162845	106.7	693.21053463	0.2490863265	118.5	685.45321434	0.2541669992	113.9	756.10801105	0.2834035858	125	782.16	0.341027850984038
86.7	691.89238961	0.4252542413	148.2	645.89116394	0.3087418743	106.3	691.57801996	0.2414975643	111.3	699.08853786	0.2545699677	110.7	750.05036738	0.2824617814	125	757.04	0.332588813249951
84.5	696.72880702	0.4247966726	133.8	667.34557305	0.3248420554	104.1	695.73373831	0.2385576777	105.3	707.96174238	0.2521920363	102.4	800.32417269	0.2837873476	120	780.625	0.332069576492694
90.9	679.12247841	0.4248514233	124.4	706.11326753	0.3178050679	103	696.24468983	0.2394883849	99.9	728.26245753	0.2538965435	88.6	872.95851305	0.2756284736	101	828.217821782178	0.315272739200135
90.7	693.31857697	0.4253999329	131.3	696.0139619	0.350048735	102.1	695.17600041	0.2415801376	95.2	733.54658676	0.2449605009	79.5	933.98541728	0.2790819696	87	909.195402298851	0.315297877100929
86.4	685.51114946	0.426404505	95.1	795.01260659	0.3295468493	100.5	701.27023999	0.2404203932	89	746.50618515	0.2405726644	74.1	972.1366696	0.2838399661	84	917.654761904762	0.311021766513681
91.7	675.50861584	0.4244966818	95.6	778.62931785	0.3271851798	97.3	705.24893658	0.2333494186	83.6	749.13534368	0.2241325162	74.8	949.73129138	0.2994667403	86	882.604651162791	0.306421249610518
86.1	702.07524364	0.4239900355	90.7	788.21171304	0.328499149	95.3	692.51816644	0.2265158044	78.9	764.29843313	0.2240875005	71.7	936.33029251	0.2998499083	84	875.392857142857	0.324846386464406
89.2	708.84022395	0.4256702585	89.4	779.77268772	0.3543935476	92.6	688.66100521	0.2235368518	73.5	795.7940358	0.2313603902	66.5	925.78130831	0.3012894132	78	863.346153846154	0.315205941663632
89.8	681.80925411	0.4239283257	73.4	828.84008511	0.4000604205	89.5	688.50096884	0.2190706725	67.4	816.91531828	0.2204718611	63.2	927.16553633	0.3085733386	59	915.949152542373	0.339194885635067
93.2	699.54231101	0.4259231454	73.5	801.33714608	0.4155447104	86.4	692.9730216	0.2144258274	62.2	834.15204956	0.2194613351	58.4	897.02088802	0.3162783826	48	952.395833333333	0.375504185023143
90.2	692.98041974	0.4261500688	62.2	807.78067462	0.4365548605	83.1	694.02864607	0.2066707076	55.4	837.49666684	0.203917336	53.1	884.11218966	0.3237264876	43	873.023255813953	0.417441069874064
86.5	704.2368924	0.4265547513	55.6	738.4387609	0.463428853	80.6	703.29324993	0.2032150825	50.7	862.26421448	0.1935974483	47.2	873.28640365	0.3440710608	33	962.484848484848	0.439191328892984
90.6	678.37272592	0.4240269144	54.5	739.51407712	0.4509483902	76.4	709.46194335	0.196113264	46.6	889.07218231	0.202531912	42.1	848.13572411	0.3510623113	35	802.4	0.408935402598005
92	692.1119509	0.4246567345	44.1	754.49450724	0.4704474741	70.2	723.53092689	0.178736679	42.8	892.1571254	0.1974220519	38.2	845.32167007	0.3506680121	31	806.225806451613	0.413648152650967
88	668.70880961	0.4241311368	36.8	824.59208139	0.4990981481	66.6	731.40717496	0.1844126235	39.6	892.38746427	0.1969417256	31.9	869.43345767	0.3602830021	27	847.074074074074	0.417125010023969
87.8	682.92855084	0.4226971009	39.3	845.39818433	0.5059271942	61.6	756.689596	0.1851199805	37.3	875.98373875	0.1930667597	27.2	853.35380107	0.3610771878	25	850.08	0.422689657792589
94.2	683.43929732	0.4245021894	37.1	799.01743368	0.4963945788	57.1	767.78223276	0.1832371106	34.3	862.11942021	0.1860146065	25.5	826.20415025	0.3517950032	29	755.896551724138	0.424781822197492
85.5	682.40346901	0.4260810669	47.8	744.73162473	0.45091469	52.1	791.4661096	0.1732495031	29.9	887.8951282	0.1600683212	22.1	838.0062169	0.3591523826	35	673	0.410334978735687
95	649.70115126	0.422193583	65.9	818.08536475	0.2888517302	58.6	666.78206946	0.1657778301	81.6	682.60051216	0.172441947	64.1	826.91980602	0.1775668656	94	761.372340425532	0.236553219704013
87.1	677.70286084	0.4234383162	70.3	863.06968647	0.2896802111	63.7	654.98757824	0.1840605746	90.7	663.36461796	0.174798923	71	825.1213258	0.1845828391	117	722.42735042735	0.245581564599246
84.8	694.3193005	0.4260597603	76.8	863.98367	0.3033346316	68.6	647.2276444	0.1900517858	94.9	656.77563522	0.1863657023	87.6	758.11534353	0.178157689	134	682.007462686567	0.255995010286637
85.8	700.16053356	0.425391288	92.2	839.57245628	0.3102152153	71.1	648.09713146	0.1958388462	99	658.81149447	0.1919980228	104.2	708.51559413	0.1813978174	123	726.105691056911	0.2588920234109
85.3	702.21267944	0.4252138436	99.4	722.1813503	0.304150049	72.6	648.30960488	0.1966478138	101.7	666.29892264	0.2033561054	114	683.47990199	0.1794196127	101	771.168316831683	0.233062009395739
91.9	666.4927583	0.4208276348	116.1	653.13972563	0.3220425006	74.8	652.18660245	0.2083085638	103.4	666.82460105	0.2115083236	122.9	663.62945904	0.1863361179	94	792.202127659574	0.236056766452967
86.8	670.0893711	0.4238964275	118.8	661.53743565	0.3321518213	78.3	648.22183325	0.2149415998	105.2	661.96932978	0.2130688705	124.5	665.15809847	0.192473809	97	777.257731958763	0.22969894684009
87	677.95593825	0.4238176233	100.7	724.20541723	0.3199390574	79.7	643.78481517	0.2255508129	106.4	669.00434094	0.216633198	122.6	683.53906132	0.1932442468	111	736.45045045045	0.243293255400164
89.8	699.20214233	0.4254837479	114.8	672.23533136	0.3178534542	81.8	648.41502058	0.2322877522	109.3	660.32759491	0.2319135906	130.6	666.71136091	0.1960534859	117	728.504273504274	0.249176799824588
85.6	680.81635159	0.423479614	109.3	651.59479509	0.3321436114	83.9	662.53318567	0.2380623161	113.9	650.10062602	0.2326527431	132.5	662.38428	0.1996539439	130	705.107692307692	0.256989203342353
88.4	690.90880173	0.4266049503	114.9	651.71192682	0.3266132462	84.5	672.76596523	0.2509968441	118.9	630.44616684	0.2369275827	136.5	653.35745092	0.2055165913	161	614.645962732919	0.270902110172133
89.7	700.25681928	0.4271351368	160.8	594.04244411	0.3424717118	86.2	689.64897285	0.2548316799	123.1	622.53478686	0.2307722477	157	605.89995569	0.221637386	179	590.04469273743	0.286029482740247
87	687.45193174	0.4248365602	122.5	698.26937564	0.3312595881	87.2	689.89165936	0.26750814	123.2	631.29294435	0.2402570864	150.7	634.18724548	0.2344805728	169	642.769230769231	0.295148698590398
89.3	674.2438412	0.424658652	97.9	762.6925302	0.3327116423	89	688.16623616	0.2824657301	125.9	632.40615591	0.2368266365	137.3	695.09785623	0.2461250605	158	675.879746835443	0.291845560001887
87	673.82109934	0.4241489984	114.6	750.35482367	0.3313718598	91.8	692.18552589	0.2872020863	126.7	634.4892971	0.2366958966	138.4	693.96102979	0.2486825851	162	666.438271604938	0.302651012916606
86.7	678.81789343	0.4255540394	110.3	732.40798349	0.3302442956	92.8	696.4622166	0.2887132021	130.4	630.65886587	0.2348504744	141.9	684.80830978	0.2496914507	165	663.563636363636	0.302694352046985
92.1	651.2129242	0.4211719625	118.4	706.07579001	0.3357650978	94.3	703.9876943	0.2881369408	133.1	625.45267096	0.2337774833	143.9	673.8992304	0.248157584	178	647.365168539326	0.304042021465086
88	691.5397285	0.4257668837	182.2	547.37249047	0.3526942286	94.4	705.47892141	0.2961616836	133.6	621.29773563	0.230171909	157.6	631.46431319	0.2603747211	191	615.314136125654	0.301765719244007
93.7	668.26919214	0.4240746099	158.3	512.77029049	0.3412845106	95.2	707.75166749	0.2924177351	139.7	611.78012008	0.2337461033	156.6	629.06167551	0.2772049391	198	608.111111111111	0.312294090673482
88	704.4121155	0.4242428399	180.1	536.23225264	0.3597211713	95.1	701.73104685	0.2943300122	140	613.39200771	0.2330353682	169.5	604.71412217	0.276140509	227	565.977973568282	0.332519888948513
84.6	699.99339045	0.4267323059	224.8	460.08205408	0.3606362102	96.4	708.27195834	0.288083145	143.4	600.84455893	0.2268068006	175.8	592.19850727	0.2845155534	216	574.402777777778	0.336717799282026
92.7	674.41292719	0.4228939591	166.7	588.66079136	0.3423745057	97.6	709.02788547	0.2832151539	141	609.9155131	0.2294828956	175.7	594.54930034	0.2896653652	210	590.585714285714	0.338401207825542
86.4	680.17197349	0.4251606429	155.1	592.96621905	0.3374894679	101.5	702.0188207	0.2853220317	138.9	620.23497761	0.2311345427	176.1	585.4761186	0.2940184085	192	596.364583333333	0.332915278104539
89.1	697.48041701	0.4248870111	108.2	593.14675258	0.3296099424	103.4	694.07910021	0.2834468378	136.6	631.58587146	0.2355879663	143.6	627.44340008	0.2716512817	156	627.512820512821	0.33400920182594
90.5	675.86236292	0.4258239902	123.9	561.00506834	0.3432990129	104.4	692.54474561	0.285442152	132.8	644.20166755	0.2501625692	131.5	654.30991199	0.2649693743	131	668.213740458015	0.323958962330305
92.5	681.79615036	0.426238631	111	551.31007638	0.3448982268	103.2	696.44516899	0.2665477515	128.7	646.67924842	0.2459015649	121	669.83174738	0.2530135072	127	689.937007874016	0.335830276348161
90.3	677.18434322	0.4245741988	96.6	620.06865679	0.3495071594	105.3	687.09410137	0.2529651073	124.9	651.71790278	0.2470453271	116.5	686.1796747	0.2565352471	138	697.891304347826	0.343149077657513
96.6	685.98209342	0.425861483	117	629.18446386	0.354275299	104.7	688.09490108	0.2486552591	121.3	656.32803507	0.2465255448	117.2	698.30654615	0.2637706019	145	690.565517241379	0.342594428371028
90	688.10471532	0.4272055081	129.3	669.60126054	0.2944155902	103.8	690.48813873	0.2429832942	114	668.02285908	0.2384346244	107.3	766.30083831	0.2668042319	134	705.186567164179	0.33143897683021
91.9	684.99243197	0.4245170785	150.4	563.48419812	0.3119679166	103.4	681.2188121	0.2348092194	110.9	674.55883649	0.2421001889	92.6	796.63827462	0.2423157068	119	742.252100840336	0.310863334171116
88.5	681.043595	0.4232558004	173.8	573.00949347	0.3520164983	100.3	687.62459637	0.2270058791	105.4	678.83337909	0.2399864345	89.5	839.88317714	0.2645061171	107	773.158878504673	0.303421608990583
86.6	685.68626563	0.4236537532	131.4	657.7557296	0.3318965123	101.7	680.24754176	0.2292080863	97.6	712.98281096	0.2383443773	81	884.50447736	0.2576891704	103	805.223300970874	0.31010398682633
89.8	662.79172749	0.4240247676	123.4	714.72532474	0.3382917388	100.8	683.55256128	0.2337187772	93.9	715.92982711	0.2366582496	78.2	915.73226234	0.267766336	102	805.911764705882	0.313125277610085
88.9	697.13698757	0.4267197136	96.7	753.91029785	0.2995016532	98.2	689.49666448	0.2339564284	88.2	722.8018061	0.2262528586	75.8	903.19829501	0.2575490332	94	836.276595744681	0.306651691064107
86.6	680.16377356	0.4232943618	103.1	785.67546692	0.3379602668	94.7	687.19090718	0.2248995769	82.2	727.79405873	0.2127303681	79.2	899.07717652	0.2813586602	89	856.460674157303	0.303525212177207
88.5	690.15674656	0.4244948468	101.5	759.89185901	0.3442981572	93.1	677.13458508	0.2147044849	77.1	748.24488843	0.2135089196	75.4	902.83062367	0.2935436927	84	895.404761904762	0.326902137856311
94	670.75143089	0.424322249	88.5	782.47294596	0.3410768149	88.8	674.16089914	0.205171669	72.1	775.83026733	0.215364325	69.1	918.68317287	0.294360103	76	896.302631578947	0.324125737474403
84	664.99981542	0.4249023381	68.7	833.80212791	0.3750392122	87.6	673.10401983	0.2133761634	66	800.7334011	0.2089967698	63.4	926.39335074	0.2958458551	68	924.308823529412	0.331434921971982
91.1	677.29537872	0.4243292369	79.5	779.01718833	0.4069152756	84.2	686.1829826	0.2058223389	59	823.66113359	0.2099395444	61	882.58490917	0.3121877088	55	907.854545454545	0.354544091950629
88.1	681.76933644	0.423506503	64.4	772.47508549	0.4233492608	79.7	700.55058496	0.2016962602	54.6	839.41361371	0.1968426157	55.2	887.65181328	0.3172226235	50	902.88	0.385464142809208
90.8	684.28433102	0.4252351603	57.4	781.31868653	0.4359006925	76.7	712.29204012	0.1977649204	48.9	868.47195731	0.190476155	50.2	871.17912691	0.3433834673	37	861.594594594595	0.426177776458579
84.8	676.1540851	0.4236607513	57	772.22124693	0.4523249745	71.8	719.35159305	0.1873312315	43.7	891.9132233	0.1939240596	44.1	879.40786446	0.3557238737	34	825.470588235294	0.419793794175987
97.4	686.38383993	0.424617761	49.8	812.08035184	0.4842985231	65.6	739.66209644	0.1775664762	40.1	879.27011768	0.1846630542	37.7	889.74998457	0.3531554405	39	738	0.43119995126438
86.9	687.47006411	0.4253574385	36.9	878.57799059	0.5082750517	60.9	760.38362284	0.1818175034	36.9	901.51196242	0.1735451039	28.8	949.70208405	0.3736247882	37	732.405405405405	0.427292932486367
92	684.57823144	0.4267290691	39.1	797.94483945	0.4965813221	56.6	768.86633692	0.1751276439	33.8	909.1224531	0.1859604211	24.5	941.70685024	0.3825763688	32	733.21875	0.433199835039059
90.4	686.80363797	0.4262404336	49.2	770.09433587	0.4847571963	50.9	786.47767672	0.1680908366	30.4	898.97962121	0.1597782699	23.3	900.75790147	0.3683901705	29	755.896551724138	0.425392522609793
90.8	689.59402998	0.4247801868	73.6	810.9756791	0.3142144691	57	683.2228254	0.1742325422	83.7	684.84978695	0.1801612685	70.3	795.26983203	0.160699258	77	790.571428571429	0.211102781207748
93.2	674.0345961	0.4245155765	84.8	766.41719906	0.322764079	61.7	669.69793587	0.1909709814	87.7	685.96572583	0.1871218033	82.3	749.42600478	0.1542377473	81	774.79012345679	0.215744723674871
93.3	681.66951914	0.424868609	102.6	771.49953444	0.3312590807	65.4	664.7436767	0.2005123916	91.6	676.52481714	0.1920219337	99.1	721.75670521	0.1765089468	81	779.62962962963	0.224660260418447
94.9	681.84859521	0.4258440678	83.5	770.96614226	0.2974569945	67.2	670.34380594	0.1943418541	96.1	670.72299019	0.1980261742	104.3	708.13187135	0.1711867137	77	813.818181818182	0.222968006394764
87	686.78238156	0.4253412074	90.6	767.68375577	0.3101414973	69.9	676.08678842	0.2053508779	96.3	678.38418229	0.2028946095	108.4	708.85719332	0.1784045281	84	811.5	0.229167771923344
89.8	666.4491578	0.4241497232	99.5	720.73087548	0.3307040094	73	666.00195177	0.2081838358	97.5	686.12862054	0.2139701328	110.2	703.39218236	0.1749295596	92	773.826086956522	0.214228286661058
