scat.rich.m	scat.vol.m	scat.het.m	env.rich.m	env.vol.m	env.het.m	sd.rich.m	sd.vol.m	sd.het.m	rp.rich.m	rp.vol.m	rp.het.m	full.rich.m	full.vol.m	full.het.m	obs.rich	obs.vol	obs.het
92.3	694.32237707	0.4254961535	55.7	767.98656023	0.3692334626	73.6	516.01064916	0.1380705397	89.1	551.82699673	0.1301915989	68.9	584.64381686	0.2331219332	71	631.352112676056	0.222576118951508
89.2	670.72739577	0.4258685891	55	770.69520432	0.3892389022	76.4	527.52923164	0.1460385744	91.7	571.07942235	0.1436405814	69.9	602.98569012	0.2504993493	64	652.4375	0.216462512000425
88.1	682.89024343	0.423799031	55.8	828.71398636	0.3890966102	79.5	532.31865757	0.1567627998	96.1	571.35197953	0.1602298711	71.9	626.09697501	0.2738010085	63	667.52380952381	0.21321867980991
88	696.06949704	0.4230913795	52.1	861.67393252	0.3863869517	81.6	545.6906841	0.1697803956	101.1	568.43832425	0.1711440849	73.4	666.40333787	0.2853197642	71	651.12676056338	0.233295123022227
85.3	705.18102372	0.4232927414	53.6	873.3181097	0.3936650818	83.5	548.96455042	0.176525836	104.3	575.23358849	0.1867612155	74.8	689.45905787	0.2855544671	85	696.247058823529	0.30497830975529
87.2	669.19504293	0.4232348407	54.2	899.24025311	0.3823170978	87.9	561.28617016	0.1873479957	107.2	584.96738995	0.1994762132	79.4	706.70890771	0.2674959415	108	707.611111111111	0.331661068564935
89	667.10326453	0.4236649938	62.5	878.5202375	0.3645802186	91.4	558.92083974	0.1996684575	109	593.7970349	0.1972446165	86.7	708.57121198	0.2606142945	119	708.016806722689	0.329111017397377
88.9	681.31741125	0.4242459353	64.8	893.24360529	0.343562352	93.4	572.05915856	0.2100113715	113.4	595.83308504	0.211626064	92.5	718.02072057	0.2575012816	123	720.024390243902	0.317590582779689
89.6	685.57678543	0.4267095643	65.5	874.761753	0.3400930753	95.6	583.4050106	0.2204688515	115.2	611.85902362	0.2125693622	102.9	708.30908323	0.2517236616	128	727.4140625	0.296685810988742
88.9	673.35782232	0.4249106688	81.6	830.54854232	0.3532805175	96.4	586.92208787	0.2209617768	117.1	618.10527155	0.2059809334	114.6	686.23985699	0.2465660705	116	771.905172413793	0.279014599550986
91.6	684.74593264	0.4241766312	82.7	818.28966079	0.3367087117	99.2	597.462277	0.2296222617	119.9	625.16725309	0.2228530853	121.5	679.38894256	0.2447414825	119	760.201680672269	0.261882652168668
87.8	682.79283544	0.4245339223	84.6	801.95614346	0.3161076364	100.1	607.54937767	0.2257335272	122	634.21466577	0.2219984793	130.5	666.51614263	0.2389914089	133	728.390977443609	0.262591421939929
92.5	671.47660795	0.4236405025	111.8	695.77473806	0.3194749932	100.4	615.47470881	0.2269552768	124.3	639.1021565	0.2259288559	139.4	652.75056821	0.2391439223	143	693.818181818182	0.265998607997579
87.4	693.28154628	0.4246505436	99.5	767.0244801	0.307148139	101.6	629.37861522	0.2371488033	126.6	645.33494271	0.2381478001	142.1	655.98097705	0.2412691837	148	678.27027027027	0.265090034819993
87.4	687.85868693	0.426745465	108.7	714.15026925	0.3240445164	103.9	634.43347293	0.2483001314	130	645.49420856	0.2502784843	147.1	652.18532444	0.2491229281	145	681.027586206897	0.270642983998278
85.9	676.26704205	0.4241885105	108.8	743.81260419	0.3222182714	105.6	646.78662347	0.255115558	131.8	653.96244522	0.24811192	149.2	665.23222697	0.2623052985	145	673.386206896552	0.284872296531105
91.1	686.69226554	0.4256695731	116.8	728.60641818	0.3224606072	107.9	661.10533751	0.2534714679	132.2	667.08352382	0.2510361426	150.9	682.00989491	0.2838784319	132	706.757575757576	0.298156840819912
92.7	673.12884004	0.4224364639	131.8	694.43649448	0.3327964384	110.3	656.81702383	0.2591045897	135	680.13146487	0.2619949202	156.4	683.26489489	0.3160054186	122	727.598360655738	0.326402368725459
90	698.97224627	0.4256341965	112.3	754.47599069	0.3002499881	109.3	668.98435155	0.2628507889	135.9	687.30850968	0.2664338688	154.7	703.55860229	0.3408438773	114	754.789473684211	0.336737453793834
89.2	685.81254042	0.4245902118	119.6	719.58561818	0.3040518326	107.7	684.66943848	0.2592546914	140.7	686.25504826	0.2776118869	157.8	698.76420208	0.3438013159	106	778.575471698113	0.349535787187758
87.5	676.47873834	0.4241321079	149.3	637.30478002	0.3078093602	110.6	695.4833087	0.2739559616	146.1	677.8992329	0.2863881735	165.6	685.39452308	0.3313840817	99	758.909090909091	0.349630786255036
87.8	689.73786737	0.4265264225	136.1	650.19485728	0.2901145363	112.6	704.44764646	0.2824212857	151.3	679.35351526	0.2897099412	168.2	672.95578811	0.3047383911	100	730.57	0.366664748604329
89.8	682.63851953	0.4244783781	128.7	663.5928093	0.2652618948	112.8	712.62085853	0.2825782221	156.8	671.01854319	0.2853028865	166.9	667.52517531	0.2501970034	114	656.394736842105	0.333077889406491
84.3	701.14620472	0.4269159154	140.5	620.91638024	0.2500112652	113.6	722.87357741	0.2915878921	160.1	668.11526209	0.282419487	173.7	642.8320486	0.222182846	114	601.771929824561	0.298814528396233
93.4	693.79470934	0.4256126104	161.3	567.65211148	0.2613898733	116.4	723.45371235	0.2948804158	164.2	658.49566116	0.2804004853	182.3	616.98428825	0.2123128136	111	566.846846846847	0.213924346253796
90	704.22020449	0.426749353	166.3	534.24801037	0.2505610497	119	726.79704065	0.2971476188	167.4	653.8164478	0.2792962458	191.5	591.90039483	0.2070941706	103	567.21359223301	0.119900353625948
91	677.68705287	0.4226173316	157.7	514.71431352	0.2356556002	119.7	734.24425265	0.3034502908	170.7	648.36198237	0.2815758731	197.6	571.00507687	0.1908945913	106	539.047169811321	0.0835892352120052
92.4	689.79885116	0.4261090504	163.6	518.99294296	0.2264361439	120.5	741.17315709	0.3098356696	174.2	638.2972397	0.2781866666	201.4	556.13936494	0.1744448668	111	523.297297297297	0.102551338801231
83.5	693.4786524	0.4262896909	160.3	514.93953326	0.2217080322	123.5	742.97249839	0.3143937365	177	630.71759748	0.2788912759	203.2	546.24299832	0.1713229004	120	498.458333333333	0.102504555939439
89.5	668.93208777	0.4242416515	175.2	488.36211602	0.2244822079	125.8	741.19750394	0.3181598062	177.4	630.45046864	0.2792847045	205.6	542.77437608	0.1669173705	152	452.368421052632	0.116760881942286
91	688.7503089	0.4242740357	178.2	487.05604144	0.2293718961	124.2	745.70455512	0.3162541588	175.1	636.09162814	0.2787960464	206.9	546.59215817	0.1710696794	155	462.4	0.135894125842859
94.7	673.29338776	0.4243749938	173.8	507.8650578	0.2452799583	124.2	753.53194769	0.3218240232	172.6	646.40423962	0.2816180635	205.9	554.05939301	0.1797815781	163	474.963190184049	0.175721587717072
88	668.762565	0.4247362358	174.9	500.71194191	0.2482127736	122.8	765.03540323	0.3230573875	167	656.51158746	0.2826886736	202.1	571.4774119	0.1865580227	164	494.914634146341	0.223456284094146
89.4	702.50154896	0.4268945738	180.7	509.09909071	0.2648125751	124.4	767.48303287	0.3248357439	158.7	678.17796229	0.2839789569	196.8	590.97946647	0.1944980218	153	578.627450980392	0.294378307258274
88.1	664.00132629	0.424106139	157.1	593.38717473	0.2595367223	126.1	759.2468033	0.3241993819	150.7	696.05553668	0.2874213297	184.5	630.87215891	0.2045013314	135	676.792592592593	0.367000354035169
83	699.11407973	0.424273366	146.1	640.97080255	0.2892816721	126.1	758.19834781	0.3229648614	142.3	717.27788203	0.2903328836	162.4	692.34457969	0.2232252367	123	756.959349593496	0.355482016946038
87.1	694.64438557	0.4254026728	117.2	744.7705863	0.2840515666	126.6	757.62105313	0.3236011573	135.2	737.36679464	0.2932605766	140.2	768.56582988	0.2541659124	110	807.054545454545	0.314583226080125
90.2	691.07611567	0.4257185398	109.1	761.13256582	0.3179762172	126.1	752.39543922	0.3180367571	125.7	766.06780514	0.2942844214	123.5	826.74153446	0.2886839601	105	851.009523809524	0.299973911568912
87.2	705.86713925	0.4259467558	96	834.32152478	0.3246646667	127.2	748.37848201	0.3165608913	118	787.84516236	0.3004081008	106.8	892.99644818	0.3229829203	99	890.666666666667	0.286943712933491
88.5	689.47546166	0.4236638607	84.1	875.8741312	0.3199898451	125	754.31681163	0.3139144367	109.5	813.70743171	0.3001101741	99.5	925.18179521	0.3377347941	95	896.073684210526	0.274908998828896
87.5	702.20210459	0.4243104494	79.5	875.10791971	0.3503838138	123.6	749.504034	0.3068030996	101.6	841.66985597	0.303222265	93	936.98766817	0.3458042742	83	925.506024096386	0.268454098990524
89.2	682.44165434	0.4236545513	73.6	868.24212828	0.356331507	123	740.93103779	0.2987871186	96.2	862.15891921	0.3072848492	87.9	941.04388768	0.3471088791	76	936.184210526316	0.285715132684792
91.2	687.17769799	0.4246978159	72.9	836.83953638	0.3722840876	120.9	739.6440985	0.2949097383	89.3	882.7523691	0.3050966171	79.9	948.33550423	0.3456409935	65	937.846153846154	0.315713852552587
93.7	684.16683783	0.4251670769	76	839.16735614	0.3874607779	116.2	740.4223974	0.2918026417	83.8	891.40545782	0.3039579907	72.1	959.41690516	0.3524195245	65	871.492307692308	0.324553205113168
93	672.20903604	0.4240321308	111.6	701.81795774	0.3742382297	116.3	735.62156011	0.2899424101	78.6	904.29732128	0.306662663	67	988.03258332	0.3576499798	56	852.732142857143	0.342372704406376
87.1	689.07536149	0.4258163947	86.7	712.41382618	0.404771302	115.9	718.967693	0.2848298393	74.7	921.08909615	0.3160071407	62.6	971.37678529	0.3742254128	43	820.023255813953	0.341476903588427
90.8	666.42978209	0.4250891373	74.6	729.15414481	0.4470118766	112.1	711.06887733	0.2699558604	68.2	947.96426149	0.3175256259	60.6	935.85756842	0.3904066297	36	816.416666666667	0.366577484220866
85.6	685.19059181	0.4241341002	66.7	792.81762178	0.4642683723	108.4	714.9337167	0.2671352409	64.4	966.09479602	0.3231367121	56.1	951.7536194	0.3976747953	29	851.724137931035	0.398023178233634
88.3	660.81988389	0.422845382	50.2	815.89483584	0.4888940739	103.3	714.17740115	0.2542748012	61.7	977.04260816	0.3183232663	50.3	962.95732801	0.4033652485	20	852	0.37387526024063
90.4	697.0008044	0.4246737466	51.7	814.80468683	0.4947898794	99.4	716.34657742	0.2477442914	55.7	991.8148858	0.3084430632	43.5	958.03211729	0.4114296249	14	783	0.312536522706727
89.7	691.7470115	0.4249941628	47.8	788.84344743	0.4909774288	96.3	714.60573447	0.2386229832	53	1002.09199348	0.3087565793	37.9	972.25767048	0.4124911045	12	802.25	0.187087985635695
84.7	709.411566	0.4267172851	36.6	761.68438978	0.4949897837	90.9	722.83284839	0.2382316328	49.5	1015.33074251	0.3037970574	29.8	1008.24562033	0.4069193915	12	781.916666666667	0.178080431138452
86.4	694.30737581	0.4252484647	48.6	689.53150132	0.4516401489	86.1	730.48231565	0.2374202205	45.5	1035.2781729	0.3039049261	26.7	994.99864225	0.393844789	10	655.4	0.149858980187535
88.8	703.93338247	0.4253169043	29.9	751.43984488	0.4909586776	83.2	734.03980252	0.2358760314	42.2	1054.8093337	0.3117290884	21.8	958.13828109	0.3592765713	12	688.083333333333	0.0895382884448009
85.8	689.41963094	0.426837014	23.6	716.13307476	0.4909621678	78.2	737.69574586	0.2218110146	38.5	1058.90690509	0.3095744666	19	881.82063728	0.297438489	13	645.538461538462	0.0830770077716542
90	692.45620536	0.4228489082	24.3	701.29994593	0.4921762119	72.9	764.59597559	0.2329433338	33.6	1083.3696751	0.2980146433	16.4	848.75754361	0.2686617903	13	645.538461538462	0.0834229595376774
88.3	689.13578976	0.4258496922	24.8	607.82768664	0.4799582926	65.6	783.71142311	0.2300673227	30.6	1104.8266155	0.3035617201	14.8	806.98253294	0.2200796972	13	534.153846153846	0.103744682397885
91.2	674.63518678	0.4232146059	94.9	626.93399469	0.3472094634	36.5	607.92071197	0.0453283862	49.6	565.59889612	0.0450595136	67.6	401.31071151	0.0832201181	105	544.361904761905	0.316690156032179
87.9	700.16466191	0.4262592532	115.5	546.77757056	0.3273532088	41.2	593.85075634	0.062148477	59.2	520.24914795	0.0434748065	81.4	367.03575073	0.0994502986	91	526.131868131868	0.246817691039708
86.6	690.26540891	0.4251541707	109.9	493.46057745	0.2800058572	45.8	574.30606045	0.0610323245	64.8	511.80529532	0.061453557	87.1	360.21638448	0.1092813351	81	538.296296296296	0.215110909486289
88.9	691.66039028	0.4252282613	85.6	517.06703862	0.2716106344	50.6	546.94602346	0.0676271468	70.6	506.86348532	0.0800692306	83	380.24474513	0.1112424423	83	576.072289156627	0.250172500164928
87.3	688.63698873	0.4250329961	73.5	619.2666398	0.3198623274	54.7	528.54579211	0.0741634331	76	508.46137391	0.1004217487	76	439.87303495	0.1387466289	79	592.063291139241	0.247439626469841
90	693.20799815	0.4258526849	72.2	628.37054063	0.3105420287	59	521.17522056	0.0945685414	77	515.00789455	0.1021207669	76.9	455.42368281	0.1633746652	79	588.544303797468	0.239016588635857
85.9	710.30773766	0.4258351824	74.7	644.32946141	0.3241293812	62.4	515.99355917	0.1028671335	80.7	520.9743038	0.1215722557	78.3	473.42977417	0.1930819034	76	634.75	0.245255870037802
84.6	694.18449358	0.4252329422	74.3	656.5980173	0.3359026404	66.2	518.52018693	0.1290814795	83.9	530.29041374	0.1302497655	78	505.03890016	0.2171323861	84	628.02380952381	0.250414627207944
86.4	691.6658007	0.424721993	68.9	729.16768548	0.3566297521	69.2	524.26338473	0.1199107708	86.9	538.6883336	0.1308381813	74.7	554.45873665	0.2396583725	100	618.18	0.284399749898629
90.7	675.41570149	0.4237471076	67.8	743.5272723	0.3776549737	71.7	533.62684877	0.1275853713	90.9	555.24910967	0.1453430378	73.8	578.15535221	0.2514626944	94	644.489361702128	0.293530849051559
90	682.23722955	0.4255324563	61.6	776.90069404	0.3778530445	76.2	532.15093823	0.1440727112	94	568.80999154	0.15105316	73.9	606.12437526	0.2647171923	76	604.947368421053	0.257948997116355
87.1	688.3226271	0.4254547053	61.3	770.23387981	0.3780140558	78.5	540.42263798	0.1491468973	97	567.16650779	0.157964074	76.4	619.58588817	0.2677861318	70	650.857142857143	0.235231469653754
92.8	685.64203052	0.4261717834	60.8	791.82419564	0.3610167332	82.9	545.49767314	0.18060551	102	571.96889755	0.1715288235	79.9	645.6125816	0.2863714485	74	635.432432432432	0.257880038758307
90.9	699.91923329	0.4241460759	57	832.07770403	0.4114183028	83.9	554.51989071	0.184531967	106.5	570.45575963	0.1856561311	79.5	672.87082101	0.2873772418	86	690.755813953488	0.294649219965485
91.4	686.11531797	0.423886812	55.7	859.62280783	0.3772278071	87.6	566.20322309	0.1901392722	110.1	576.9188446	0.1980906792	86.7	679.91249508	0.2718481165	97	698.639175257732	0.303342868824448
79.9	697.86918933	0.4239102343	64.7	868.35255166	0.3627885186	91.4	566.30334969	0.2063276633	111.9	594.42845101	0.203238872	94.5	686.19336067	0.2581227142	121	702.694214876033	0.316275281286068
90.7	662.89798826	0.4240763375	63.8	863.77485668	0.3646470629	94.7	569.423353	0.2177508288	114.5	602.37277374	0.2092385728	97	713.09638802	0.2595148156	133	697.203007518797	0.312461552960343
89.2	682.48683277	0.4253815535	59.7	906.70406258	0.3386749695	94.1	580.20322589	0.2152158994	117.1	606.01565048	0.2167955408	105.5	700.707118	0.2473164889	140	698.742857142857	0.293545758929808
89	679.53777269	0.4240923062	90.7	770.13843074	0.3403310394	97.2	585.84645454	0.2232281211	118.8	614.27598314	0.2178129039	121.5	664.01675056	0.2427162953	131	731.908396946565	0.275189004654127
87.1	689.72958113	0.4263775986	90	777.84596757	0.3366260439	97.3	599.73912849	0.2240489686	121.8	617.56896739	0.2249712163	129	654.89777393	0.243127945	131	735.267175572519	0.26659264616098
93	676.66118234	0.4250129372	92	745.26359259	0.3205933187	101.2	601.29019399	0.2301795283	123	631.7715937	0.2302828715	137.4	646.92788604	0.2446765483	139	719.625899280576	0.266456440136515
89.3	672.59794234	0.4237087906	96.1	745.27770853	0.3195768241	101.1	617.51337941	0.2265591533	126.3	630.30921961	0.2339216985	142.6	645.92078682	0.2426510989	145	701.2	0.265014266370352
88.1	686.11014591	0.4257107962	102.8	738.62736766	0.3223531429	103	628.23428945	0.2441842441	127.8	635.94323652	0.2369155247	146	646.74823359	0.2426264981	144	682.902777777778	0.259073168549818
88.3	678.25363362	0.424079372	106.4	729.565278	0.323374066	104.4	631.31192819	0.2532718085	131.1	645.90588502	0.2467848925	149.9	649.95290143	0.2447842218	151	671.529801324503	0.269487796284331
89	682.36271077	0.424864949	118.5	689.29385336	0.3264302457	107	638.65048482	0.2523576262	132.3	659.02922856	0.248772602	153.8	653.0603439	0.2574284618	147	676.836734693878	0.291798473084973
90.5	683.63586227	0.4255969476	108.7	743.53600401	0.3190006832	108.8	651.5147745	0.2513343488	134.3	662.49934694	0.2617626606	153.4	676.7050125	0.2804648519	139	690.935251798561	0.290645794707382
86.6	708.01282754	0.4266713042	118	735.06097212	0.3224526405	111.4	657.92820093	0.2592105822	136.5	670.26050756	0.2596008522	158.3	679.34849103	0.3107168525	131	725.732824427481	0.316277530394482
94.8	677.79921301	0.4265342514	123.9	684.7346056	0.3094378917	109.6	673.0944392	0.264644983	139.5	673.51985175	0.267816644	161.3	684.20957489	0.3411692183	124	728.024193548387	0.350099303571001
90	688.39168444	0.423109672	142	676.69351499	0.3247469105	110.3	684.83628587	0.2686085732	142.9	677.47877263	0.2771596425	164.2	686.29092708	0.3503508143	111	761.09009009009	0.350060977685233
87.1	706.39166071	0.4267116921	127.9	700.16436413	0.3018330781	111.5	692.05931512	0.2726045615	147.1	674.89936136	0.280467156	163.8	689.68110652	0.3376261908	106	765.11320754717	0.359997620068757
89.4	691.98252731	0.4263308407	141	647.58587945	0.3037732431	111.8	701.20198832	0.2752785657	153.5	674.72863011	0.2893077446	168	678.9685455	0.3221464674	102	749.166666666667	0.364516659928007
89.6	681.83949893	0.4253497906	142	634.4520234	0.2757911498	112.5	714.38010812	0.2821948105	157	667.37013247	0.2824835154	175.4	657.27752607	0.2921295216	107	694.831775700935	0.360605757340397
87.2	676.55996647	0.4228668417	141	610.12645254	0.2580483871	115.1	712.56718919	0.286871449	162.2	659.81212418	0.2827430655	178.4	642.93228166	0.251397497	103	641.495145631068	0.290834097821014
94.2	674.2780152	0.4263529838	143.7	603.93822786	0.2485301566	116.3	727.85918528	0.29269597	168.1	646.50051557	0.2826359314	182.1	625.75850915	0.2252859242	109	592.100917431193	0.203286077937858
91.6	686.57159915	0.4256688575	155.7	553.47424413	0.2422410613	119.1	721.08068351	0.2985476323	172.3	638.88299468	0.2782072317	193.7	595.63258152	0.2188630693	111	555.810810810811	0.133240833050648
91.7	677.44070981	0.4238943077	157.3	535.59735673	0.2157771944	119.6	732.70598422	0.3042533642	174.9	634.51416484	0.2775170122	199.4	575.8581389	0.2111047394	123	507.138211382114	0.105630026128198
86.7	694.23295152	0.4255801282	167.7	513.86830347	0.2235158409	124.1	730.71237098	0.3114467609	179.5	626.5379403	0.2808428622	204.9	555.4018498	0.1966933198	130	472.446153846154	0.0983730659354532
87	695.8814928	0.4271908101	166	502.01006499	0.2196946475	123.4	739.66518786	0.3156911518	180.1	624.11822553	0.2778275509	205.1	548.36161572	0.1816994482	143	471.748251748252	0.103555257062213
91.8	696.19944688	0.4246957309	169	494.29111711	0.2167980583	125.2	737.8630404	0.3157367141	177.7	626.88374082	0.2739944948	207.4	540.61082352	0.178409014	158	448.158227848101	0.12531362544913
88.8	689.22791498	0.4240910479	178.1	489.00604566	0.2393965535	125.6	738.19110588	0.3152067902	176.1	631.27554077	0.2754051134	209.4	541.09742621	0.1793860489	156	461.173076923077	0.131953370915429
86.6	693.99700863	0.4271451778	174.9	500.34818399	0.2379803998	123.9	750.64627842	0.3161820387	172.1	640.74779713	0.2790554582	205.4	555.00333295	0.1788281473	166	471.126506024096	0.184647224748534
89.6	688.47177448	0.4261135496	174.5	503.92450898	0.2657182832	123.5	757.0107324	0.3197994058	166.1	658.98999606	0.2826274591	202.3	571.72374739	0.1871692759	169	499.674556213018	0.230572830221187
87.6	699.21322398	0.4281205277	182.6	527.12437259	0.2727516123	123.2	763.95285796	0.3209287037	160	672.50785797	0.2824528143	194.9	596.4119908	0.1962531578	156	583.403846153846	0.302663015690923
89.4	687.95631116	0.4267509763	158.4	591.76291196	0.2706533674	125.2	758.46919177	0.3224075894	149.9	692.36956552	0.2837162302	182.9	634.05791957	0.2077648447	135	704.311111111111	0.376086862528997
89.5	703.51657848	0.4281905019	129.5	684.66232241	0.2788749937	125.9	757.64169216	0.3247640458	141.7	717.75396717	0.2883044682	157	713.00328935	0.231373007	125	750.752	0.355480903993427
89.3	679.33057961	0.4233166661	120.2	706.68681189	0.2928991607	127.6	749.30756037	0.3235778028	133.4	738.94837795	0.2890157583	140.4	765.86231363	0.2533098051	109	825.889908256881	0.30587808639301
88.5	691.66799936	0.423727343	105.4	786.29565103	0.308277245	127.5	743.9416023	0.317051758	122.8	775.94338743	0.2922189009	123	827.68185199	0.2882923764	106	856.264150943396	0.305349678670322
90.2	677.74116676	0.4227521027	93.2	846.40388755	0.3203743248	125.9	743.68942885	0.3116756006	117	791.09064185	0.2979626483	106.3	896.21052271	0.3230532454	93	913.075268817204	0.262170808754731
88.9	681.94678239	0.4244672798	80.6	876.58880934	0.3287718114	124.5	747.14393092	0.3081274394	108.3	817.3374107	0.3010778701	98.5	921.55624102	0.3328065445	88	924.034090909091	0.255912561136637
87.1	705.67985274	0.425065558	81.4	849.17011146	0.3450496278	122.6	750.020996	0.3036684161	101.6	842.71240257	0.3020871852	91.4	940.16756558	0.3418032397	78	936.615384615385	0.262759883780441
85.8	699.30406935	0.4251820003	73.1	878.46353348	0.3566535379	120.2	745.31268611	0.2978722152	95	868.59770282	0.3044951475	85.7	947.88435197	0.3426011915	74	940.702702702703	0.28872888994544
92.9	687.68183972	0.4258892837	64.1	865.20087309	0.3899656799	119.2	737.65932665	0.2941685967	89.2	882.80737772	0.3025806992	79.8	944.33179046	0.3454876425	62	922.838709677419	0.313643338017989
92.7	664.8330277	0.4239662812	65.3	860.96435426	0.4065828021	117.7	732.8820851	0.2914129689	82.6	901.44006954	0.305078599	73.1	941.31162833	0.350397768	57	917.754385964912	0.318707737260762
82.7	714.86106433	0.427143332	61	874.08184799	0.4349316835	115.8	731.57425786	0.2897030749	77.5	910.33096017	0.3073633601	67.8	956.94996817	0.3646725196	52	878.788461538462	0.340661512262415
85.9	700.85948479	0.4255925723	74.1	742.97190247	0.4323264818	113.2	728.7262383	0.2840644603	74.5	912.90827952	0.3049501095	61.8	950.47563549	0.369793249	43	826.488372093023	0.350065176257346
87.5	705.212431	0.4256666932	82.3	713.29932532	0.446932684	109.5	723.84033239	0.2725894144	70	924.62450583	0.3116880025	59.3	933.24298137	0.386285937	36	795.75	0.366564956445768
89.1	692.81063987	0.4268597011	74.2	756.62681426	0.4504665224	107.4	709.21754319	0.2644523893	64.8	960.87977725	0.3157093147	54.3	958.10446418	0.3942507419	30	783.433333333333	0.38007118673503
84.3	677.91469908	0.4241407997	57.9	794.14190967	0.4757638861	101.5	716.93717226	0.2532911838	60.4	972.60350773	0.3103816313	48.1	968.16507838	0.3995171174	21	835.190476190476	0.384466781867662
88.8	688.92907168	0.4232401978	49.2	771.27984503	0.4964690052	97.7	715.7435333	0.2431898967	55.2	992.25042048	0.3048673844	43.5	965.04560999	0.4085643595	14	793	0.253398385117476
85	687.21609687	0.4263601154	47.2	777.78252436	0.5091580447	90.3	742.02519616	0.2387506096	51.3	1002.13540786	0.2996195851	37.9	960.76582048	0.4033171508	10	800.7	0.105960625693085
88	709.95662165	0.4262285406	31.6	782.84661182	0.5077420115	88.3	727.29191283	0.2332256706	48.6	1016.85248482	0.299359234	29.2	990.0527858	0.393657353	10	576.7	0.146317841886659
90.4	686.68937625	0.4248459349	60.6	601.11703021	0.4340658718	84.5	735.52902805	0.2338742565	44.2	1026.77970729	0.296998175	27.1	983.5783468	0.3859178683	11	615.636363636364	0.105463664899314
93.6	655.30695142	0.421558001	32.1	710.22303564	0.463652696	81.8	729.76014612	0.2331172548	41	1048.17061728	0.2915881403	22.6	957.84047407	0.3772646683	12	688.083333333333	0.0895050516829994
85.3	696.77040634	0.4262982199	25.9	674.47540246	0.4527255927	76.9	738.11422876	0.2143556586	37.9	1041.84694984	0.3008623425	19.1	901.1227709	0.3213310477	14	627.785714285714	0.242053927660816
85.5	712.12961541	0.424670194	28.6	614.26082779	0.4716879804	72.3	750.82941176	0.2137719107	33.5	1070.80683049	0.2927730071	17	852.76872807	0.2732274748	13	561.846153846154	0.176261324571428
91.2	668.38238466	0.4240731036	32.9	558.31722099	0.4424601829	66.2	777.76981987	0.2272163343	30.2	1093.0802908	0.3074069658	15	818.08556625	0.2745235449	12	575.583333333333	0.11211803081081
89.6	692.58669237	0.4246714151	127.4	569.72421741	0.3461162378	39.5	618.85768323	0.0617356048	57.2	541.33613228	0.0463339154	84	374.25140706	0.1134553216	101	533.306930693069	0.301796898728788
89.9	692.08918589	0.4267609808	119.4	526.82590924	0.3071468989	44.9	587.33570168	0.0632433065	66.7	505.27747109	0.0651445388	91.9	364.7969205	0.1365102892	89	520.842696629213	0.247567235624112
90.1	665.56315759	0.423472527	98.9	559.18339993	0.3009860045	48.3	557.65279278	0.0623942972	72.2	500.51336778	0.0842058961	87.4	394.6277291	0.1432675322	83	559.421686746988	0.2542210723977
89.7	661.08386085	0.4226404011	86.1	590.86213184	0.3181722594	52.7	547.93621462	0.0890297957	75.6	505.75051856	0.0924553035	83.1	430.04129985	0.1574480257	77	601.103896103896	0.257237412216896
89.3	676.31101749	0.4226982152	84.3	605.88126926	0.3162829302	58.3	531.6791332	0.0958674211	79.2	506.57128342	0.1102958001	80.1	458.74514496	0.1788078251	80	607.725	0.261188798766897
85.9	686.48793009	0.4253953469	82.9	631.99537759	0.3322203216	61.8	528.91874537	0.1050358836	82.3	515.05693487	0.1155910407	80.3	483.69413984	0.2086600313	79	618.025316455696	0.256581517071282
93.1	673.45322424	0.4235334728	94.7	635.30503423	0.3495272861	64.9	520.88864385	0.1211393921	85.1	528.64260559	0.1333575913	84.3	495.15588971	0.2401806727	94	635.457446808511	0.284072108686513
88.9	687.33983537	0.4240971072	90.2	697.23822991	0.3752867345	67.8	530.98843382	0.1287736118	87.3	537.52928438	0.1312466416	79.6	543.99707459	0.2515112288	117	622.589743589744	0.308491015863388
90.4	684.14946155	0.4243050072	63.5	773.28915371	0.3696751944	68.7	545.3440141	0.119836531	91.8	548.30982767	0.1359523255	75.8	584.1256506	0.2589229069	103	644.106796116505	0.287687658831246
89.6	704.06865336	0.4259787119	54.5	814.3416079	0.370545933	75.1	540.23196435	0.1445644777	94.5	563.85973267	0.1494193905	76.3	599.24318222	0.2642208037	98	666.265306122449	0.299969921670904
90.3	682.58623511	0.4259999163	73.2	764.11588267	0.3758610075	78.7	545.95963822	0.1598367597	96.8	563.63785787	0.1511561088	84.4	606.04814141	0.2900970342	87	656.022988505747	0.2624877751767
92.3	679.863842	0.4235241966	73.6	753.76016322	0.36365459	82.4	547.80238201	0.1846940486	100.7	567.56028095	0.1619582253	86.8	616.29201336	0.2932828529	87	645.344827586207	0.262400768408883
87	683.40464268	0.4236251657	71.7	767.13019116	0.3723881468	85.6	560.17114123	0.1972779298	105.2	575.93228037	0.1838603427	90.6	635.09210274	0.2980468345	90	658.844444444444	0.271503520734127
85.8	686.92564772	0.42537889	63.6	835.32399186	0.3803978445	88.6	566.15001606	0.19380883	110.4	575.42371076	0.193590307	95.5	661.43053762	0.2738068499	107	692.579439252336	0.305268046372781
90	683.57718878	0.4240005698	83	794.34152911	0.3539734392	91	561.52700418	0.1989977811	112.9	588.09528009	0.201668516	103.4	659.73383243	0.2576749072	128	688.3984375	0.303684647743293
