FID	AI	BIO_1	BIO_12	BIO_15	BIO_4	NPP	PET	Y	X	Dist_km
1931	5743	230	868	73	745	4.228E+11	1681	-350	850	146.7534867
1932	9109	227	1099	65	547	84760000000	1573	-250	850	72.10277095
1933	9488	223	1472	52	457	5.35E+11	1562	-150	850	15.23756953
1934	9690	220	1543	48	507	76800000000	1590	-50	850	70.42010271
1935	7962	219	1402	37	546	1.03E+12	1613	50	850	169.3738349
1936	7059	230	1268	43	693	9.18E+11	1769	150	850	160.1294113
1937	7169	236	1274	53	1039	7.802E+11	1828	250	850	128.0600477
1938	6279	237	1178	57	1087	7.197E+11	1876	350	850	119.7262081
1939	5267	233	983	58	1179	6.524E+11	1730	450	850	115.922427
1940	3968	252	845	58	1245	5.349E+11	1934	550	850	121.1090498
1941	4221	274	815	62	1200	2.775E+11	1985	650	850	131.0794872
1942	4631	276	910	67	1218	3.023E+11	1965	750	850	188.4151641
1943	5036	277	990	75	1291	3.684E+11	1960	850	850	271.6959996
1944	4396	277	882	89	1456	3.451E+11	1982	950	850	363.5067514
1945	4071	278	791	93	1504	3.628E+11	1947	1050	850	458.754401
1946	3520	280	738	95	1555	3.409E+11	1985	1150	850	500.5489555
1947	3205	281	677	98	1570	3.384E+11	2016	1250	850	400.7189012
1948	2620	273	544	112	1907	1.899E+11	2063	1350	850	301.0016922
1949	1888	276	447	124	2140	1.271E+11	2119	1450	850	201.5648771
1950	1712	282	395	135	2262	3.665E+11	2157	1550	850	103.2219966
1951	1320	286	299	154	2826	1.293E+11	2224	1650	850	26.02371748
1952	853	285	220	154	3201	93790000000	2227	1750	850	1.574171165
1953	695	285	169	158	3484	35050000000	2190	1850	850	84.13633566
1954	373	292	78	171	4227	39810000000	2176	1950	850	111.2939077
1955	213	289	55	165	4557	27390000000	2198	2050	850	192.1785106
1956	152	286	38	164	4819	17350000000	2203	2150	850	285.4449615
1957	57	282	12	131	5172	20870000000	2229	2250	850	382.1322704
1958	25	272	7	124	5260	20530000000	2109	2350	850	480.1784232
1959	16	265	4	71	5345	20880000000	2048	2450	850	578.8933962
1960	9	261	2	32	5578	27410000000	1979	2550	850	677.9851107
1961	7	262	1	21	5741	17460000000	1990	2650	850	777.3094984
1962	3	258	1	16	5986	30910000000	2021	2750	850	876.7874899
1963	3261	247	590	85	2704	3.94E+11	1839	-2750	950	145.8813242
1964	3601	243	580	97	2803	3.742E+11	1822	-2650	950	232.1462645
1965	4032	231	667	93	2827	4.571E+11	1732	-2550	950	300.545237
1966	6741	225	1427	90	2629	6.446E+11	1728	-2150	950	487.6136777
1967	4021	231	1086	99	2443	5.176E+11	1809	-2050	950	558.5752142
1968	3928	258	694	111	2662	5.443E+11	1851	-1950	950	630.6834739
1969	6335	252	909	104	2459	5.649E+11	1791	-1850	950	705.5235324
1970	6615	215	1045	106	2283	6.173E+11	1563	-1750	950	744.1751534
1971	5883	193	938	110	2520	4.425E+11	1480	-1650	950	793.6182098
1972	8985	210	998	116	2220	4.612E+11	1533	-1550	950	728.1217942
1973	9749	208	1182	106	2086	7.818E+11	1529	-1450	950	641.3519626
1974	8067	199	1131	99	2238	5.057E+11	1516	-1350	950	559.0199751
1975	6697	201	1192	98	1968	7.609E+11	1502	-1250	950	483.3987229
1976	9720	233	1720	94	1683	70760000000	1605	-1150	950	418.1450921
1977	4509	181	1633	90	1508	4.943E+11	1478	-1050	950	368.8038921
1978	4570	214	906	110	1493	5.817E+11	1736	-950	950	342.3263115
1979	3798	217	715	109	1311	5.387E+11	1685	-850	950	344.0324058
1980	3842	215	671	108	1226	5.608E+11	1674	-750	950	373.536195
1981	3867	222	729	103	1171	6.002E+11	1690	-650	950	384.6751513
1982	4313	235	754	90	1032	5.377E+11	1730	-550	950	344.5199366
1983	4328	235	780	85	917	2.854E+11	1724	-450	950	287.9200511
1984	5465	225	849	77	780	4.424E+11	1624	-350	950	213.5218819
1985	6264	226	939	67	606	5.741E+11	1630	-250	950	139.8606657
1986	6766	227	1042	58	506	5.353E+11	1669	-150	950	39.86146004
1987	6270	225	1077	51	566	76750000000	1780	-50	950	60.1377456
1988	9122	224	1323	41	575	8.251E+11	1761	50	950	160.1369513
1989	6533	232	1279	41	720	6.719E+11	1775	150	950	99.27666912
1990	5805	237	1080	51	930	5.678E+11	1820	250	950	28.40791715
1991	4064	232	913	58	978	3.75E+11	1800	350	950	20.07407758
1992	2686	222	772	60	1113	5.036E+11	1671	450	950	16.05702291
1993	2791	237	630	51	1158	2.608E+11	1822	550	950	21.2436457
1994	3880	273	753	56	1056	3.694E+11	1954	650	950	48.17345288
1995	4706	271	914	65	1049	4.329E+11	1960	750	950	143.6632301
1996	5839	270	1062	73	1095	6.376E+11	2019	850	950	242.8117909
1997	4456	274	903	83	1430	6.065E+11	2076	950	950	342.4558482
1998	5258	273	835	87	1515	4.703E+11	1975	1050	950	442.2606133
1999	4344	272	803	89	1628	4.869E+11	1882	1150	950	515.5278891
2000	4425	278	758	93	1765	3.441E+11	1982	1250	950	419.2796029
2001	3417	272	669	111	1818	2.823E+11	2063	1350	950	325.3025766
2002	2662	274	566	122	2153	2.037E+11	2175	1450	950	236.322126
2003	2463	282	501	132	2171	1.722E+11	2214	1550	950	160.8556128
2004	1823	284	370	140	2600	1.46E+11	2270	1650	950	105.5763881
2005	1136	284	273	147	2954	50880000000	2265	1750	950	16.7929047
2006	898	284	212	151	3213	35910000000	2241	1850	950	15.86293995
2007	457	293	90	163	4011	41740000000	2214	1950	950	73.46192363
2008	242	294	58	157	4382	35900000000	2202	2050	950	173.3224092
2009	178	291	40	159	4605	13420000000	2197	2150	950	273.1828948
2010	93	280	16	134	4891	14700000000	2154	2250	950	373.0642363
2011	64	271	11	134	4971	12540000000	2034	2350	950	472.9938376
2012	64	262	8	96	5057	21120000000	1967	2450	950	572.9480051
2013	35	257	5	55	5238	16120000000	1894	2550	950	672.9157916
2014	42	249	7	64	5365	23010000000	1821	2650	950	772.8919126
2015	31	248	4	50	5419	27150000000	1799	2750	950	872.8735044
2016	5721	248	1080	86	2370	7.139E+11	1766	-2150	1050	555.2503954
2017	4714	254	918	89	2518	5.175E+11	1896	-2050	1050	628.3014556
2018	5601	241	1095	88	2740	6.909E+11	1853	-1950	1050	699.9053617
2019	7705	219	1202	95	2421	5.341E+11	1523	-1850	1050	771.7660847
2020	5653	231	1010	108	2383	4.821E+11	1628	-1750	1050	834.9738764
2021	7081	232	932	117	2159	64950000000	1602	-1650	1050	864.2244809
2022	9219	205	1299	105	2053	6.21E+11	1495	-1550	1050	779.7787802
2023	9035	226	1338	110	1932	5.522E+11	1468	-1450	1050	699.4468806
2024	8905	229	1343	106	1918	5.424E+11	1489	-1350	1050	624.8175186
2025	7749	218	1150	103	1994	5.497E+11	1536	-1250	1050	558.1826979
2026	10094	191	1421	97	1831	6.938E+11	1517	-1150	1050	502.7314561
2027	8911	198	1313	96	1682	4.442E+11	1528	-1050	1050	462.5039564
2028	5134	183	994	100	1620	4.839E+11	1467	-950	1050	441.6796378
2029	3074	227	535	111	1427	4.482E+11	1706	-850	1050	443.0032676
2030	3202	229	568	110	1499	5.378E+11	1774	-750	1050	453.6007098
2031	3359	227	588	104	1496	5.965E+11	1784	-650	1050	408.391756
2032	5283	188	755	89	1449	4.47E+11	1571	-550	1050	327.8346808
2033	4939	204	761	86	1389	3.228E+11	1482	-450	1050	253.5013194
2034	4915	188	762	77	1206	4.197E+11	1469	-350	1050	179.4945603
2035	5915	189	810	63	967	5.894E+11	1574	-250	1050	112.2761818
2036	6813	180	1282	41	751	8.883E+11	1690	-150	1050	25.88407407
2037	7811	191	1486	35	653	6.886E+11	1770	-50	1050	68.66119367
2038	6836	175	1398	44	739	7.047E+11	1781	50	1050	83.91172612
2039	5143	172	1137	49	679	6.724E+11	1718	150	1050	37.43709481
2040	3378	238	520	58	661	4.506E+11	1805	250	1050	8.879802495
2041	1512	264	323	69	639	4.634E+11	1939	350	1050	79.57805294
2042	1735	275	291	73	670	1.305E+11	1900	450	1050	83.80838123
2043	2891	276	368	68	796	1.63E+11	1900	550	1050	58.9639015
2044	5045	242	882	44	837	3.399E+11	1871	650	1050	41.03338427
2045	5347	234	1129	55	739	5.713E+11	1829	750	1050	141.03067
2046	6262	223	1331	69	633	7.866E+11	2008	850	1050	241.0279558
2047	6937	215	1473	73	1014	7.089E+11	2073	950	1050	310.4952662
2048	8453	206	1513	83	1215	7.45E+11	1759	1050	1050	377.98918
2049	6839	209	1501	92	1401	5.814E+11	1690	1150	1050	444.2565586
2050	5868	250	1218	98	1599	5.128E+11	1806	1250	1050	459.3638351
2051	3916	273	994	113	1587	3.888E+11	2106	1350	1050	375.5549412
2052	3115	282	831	120	1619	3.566E+11	2203	1450	1050	301.7745762
2053	2844	287	721	126	1727	2.565E+11	2225	1550	1050	235.0663585
2054	2038	286	481	140	2189	1.023E+11	2251	1650	1050	156.1788104
2055	1189	284	339	147	2507	46160000000	2268	1750	1050	116.307561
2056	843	288	211	154	2959	21410000000	2271	1850	1050	21.11808705
2057	471	294	107	165	3409	21090000000	2243	1950	1050	78.74239855
2058	288	292	84	160	3621	22140000000	2200	2050	1050	178.6028842
2059	221	285	63	150	3898	18740000000	2172	2150	1050	278.4633698
2060	121	265	31	123	4297	19590000000	2090	2250	1050	378.3238554
2061	102	252	26	102	4376	11740000000	1957	2350	1050	478.184341
2062	98	243	25	91	4420	22310000000	1886	2450	1050	578.0448266
2063	77	233	21	99	4528	19740000000	1835	2550	1050	677.9053122
2064	6397	248	969	87	2207	7.452E+11	1800	-2050	1150	696.633779
2065	9516	230	1601	78	2184	6.205E+11	1794	-1950	1150	769.2583049
2066	9036	221	1595	85	2208	5.26E+11	1710	-1850	1150	841.2661652
2067	5886	231	1164	104	2257	5.03E+11	1736	-1750	1150	912.9535229
2068	6558	231	1032	113	2140	6.483E+11	1704	-1650	1150	919.1178119
2069	9121	215	1313	107	2057	7.018E+11	1519	-1550	1150	840.2074416
2070	8713	227	1325	109	1979	6.59E+11	1491	-1450	1150	766.2372594
2071	7805	240	1252	110	1920	5.456E+11	1547	-1350	1150	698.7778835
2072	8611	219	1274	104	2015	7.006E+11	1521	-1250	1150	639.8918058
2073	9956	227	1475	98	1824	7.209E+11	1534	-1150	1150	592.1423105
2074	8770	248	1378	98	1670	7.369E+11	1580	-1050	1150	558.393686
2075	6223	199	1182	96	1525	7.211E+11	1445	-950	1150	489.4361081
2076	2953	232	549	108	1430	5.202E+11	1658	-850	1150	419.0327634
2077	3671	226	590	110	1542	3.97E+11	1783	-750	1150	362.8074003
2078	3741	218	671	103	1582	5.409E+11	1776	-650	1150	328.1310145
2079	5060	206	771	88	1573	5.743E+11	1618	-550	1150	269.7812964
2080	4913	205	780	90	1528	4.921E+11	1536	-450	1150	187.0124245
2081	3987	187	746	82	1352	6.649E+11	1343	-350	1150	112.2702682
2082	5800	218	577	77	1187	1.003E+12	1526	-250	1150	38.07743876
2083	4972	159	880	50	883	3.809E+11	1593	-150	1150	21.02681652
2084	6712	152	1074	41	673	7.673E+11	1479	-50	1150	18.54210838
2085	5434	201	977	43	618	6.497E+11	1669	50	1150	16.05740024
2086	2984	213	750	51	672	4.253E+11	1798	150	1150	13.94832979
2087	2016	262	298	71	629	78710000000	1966	250	1150	88.10452624
2088	927	286	191	82	567	69530000000	1999	350	1150	148.6213644
2089	1667	290	220	83	619	34770000000	1928	450	1150	159.6979638
2090	2218	282	336	75	790	1.995E+11	1884	550	1150	59.70067802
2091	4077	265	753	44	823	3.662E+11	1905	650	1150	40.29660775
2092	6986	233	1236	45	779	7.621E+11	1813	750	1150	118.929013
2093	11467	199	1690	48	664	9.326E+11	1699	850	1150	169.0936371
2094	10071	191	1829	72	1015	9.655E+11	1624	950	1150	239.303564
2095	10609	203	1743	88	1335	8.208E+11	1709	1050	1150	302.9096653
2096	7273	225	1476	95	1502	7.258E+11	1790	1150	1150	382.4164418
2097	9790	221	1567	99	1390	6.706E+11	1857	1250	1150	404.1812057
2098	6001	258	1257	113	1369	5.518E+11	2025	1350	1150	330.7761227
2099	3912	276	994	118	1375	4.144E+11	2196	1450	1150	243.0762202
2100	3435	285	818	120	1500	2.937E+11	2232	1550	1150	169.5855368
2101	2311	288	512	139	2018	1.715E+11	2212	1650	1150	120.4688166
2102	1207	289	368	146	2278	82450000000	2307	1750	1150	29.67759776
2103	801	289	216	147	2820	39740000000	2314	1850	1150	15.06355226
2104	528	294	118	161	3105	23210000000	2258	1950	1150	84.02287347
2105	413	290	101	159	3224	22640000000	2172	2050	1150	183.8833591
2106	345	280	77	146	3614	24220000000	2105	2150	1150	283.7438447
2107	230	254	43	110	4148	23590000000	1942	2250	1150	383.6043303
2108	165	249	34	99	4143	22040000000	1826	2350	1150	483.4648159
2109	158	244	32	99	4106	12920000000	1793	2450	1150	583.3253015
2110	8342	242	1494	83	2552	7.853E+11	1799	-1950	1250	838.0299771
2111	9922	222	1651	86	2500	7.586E+11	1751	-1850	1250	910.3592478
2112	5515	220	1156	106	2332	5.862E+11	1792	-1750	1250	982.6443945
2113	6889	237	1008	117	2281	6.746E+11	1767	-1650	1250	981.1580663
2114	7218	244	1174	112	2040	5.667E+11	1656	-1550	1250	907.6575036
2115	7113	253	1230	110	1966	6.013E+11	1627	-1450	1250	839.6506039
2116	7073	253	1146	111	1708	5.668E+11	1631	-1350	1250	778.5782744
2117	7346	232	1053	107	1523	5.815E+11	1542	-1250	1250	705.1957536
2118	7773	239	1092	101	1571	5.694E+11	1536	-1150	1250	611.0170242
2119	10749	246	1264	95	1621	8.156E+11	1443	-1050	1250	519.0207672
2120	10752	250	1382	92	1712	9.368E+11	1392	-950	1250	430.6080697
2121	5519	242	989	81	1703	7.837E+11	1531	-850	1250	348.5169474
2122	4430	223	885	81	1615	7.187E+11	1722	-750	1250	278.396867
2123	3872	204	778	74	1625	5.399E+11	1715	-650	1250	231.3991541
2124	3616	210	631	76	1689	3.858E+11	1701	-550	1250	193.1471441
2125	4317	222	698	87	1633	2.728E+11	1598	-450	1250	131.1708367
2126	3772	174	1014	81	1468	1.992E+11	1521	-350	1250	47.83759493
2127	3517	211	623	82	1344	3.054E+11	1622	-250	1250	28.96078308
2128	6382	198	986	88	1116	4.089E+11	1595	-150	1250	103.1825191
2129	4940	155	1344	68	811	8.467E+11	1447	-50	1250	118.5112347
2130	3637	184	796	69	631	3.519E+11	1705	50	1250	116.0265266
2131	2580	208	666	86	730	4.847E+11	1811	150	1250	113.6848022
2132	2643	250	358	93	851	5.426E+11	1977	250	1250	153.2959245
2133	1033	267	264	93	924	27490000000	2035	350	1250	226.0858669
2134	1855	267	270	86	1007	62920000000	1913	450	1250	160.4347403
2135	2099	247	398	73	1072	81690000000	1868	550	1250	60.43745453
2136	6618	227	830	49	995	5.054E+11	1697	650	1250	14.40329042
2137	9029	210	1245	46	980	8.853E+11	1553	750	1250	27.89275746
2138	9763	212	1380	52	880	9.328E+11	1746	850	1250	107.9656021
2139	9898	199	1626	77	940	9.058E+11	1799	950	1250	161.6930451
2140	9182	185	1407	84	1010	8.015E+11	1774	1050	1250	246.2371021
2141	9714	176	1426	95	1021	8.132E+11	1698	1150	1250	316.1971983
2142	9441	195	1401	99	1166	5.625E+11	1768	1250	1250	304.4893112
2143	8576	190	1405	118	1165	4.919E+11	1703	1350	1250	300.3679622
2144	5225	206	1153	119	1245	4.41E+11	1957	1450	1250	204.7798241
2145	3925	244	938	122	1491	4.878E+11	2094	1550	1250	107.7403445
2146	2923	264	671	133	1880	2.918E+11	2230	1650	1250	35.63469362
2147	1763	284	411	140	2254	88420000000	2151	1750	1250	0.523305063
2148	1154	286	255	143	2517	28740000000	2142	1850	1250	84.42810121
2149	671	292	124	147	2960	23580000000	2143	1950	1250	121.0981317
2150	673	282	108	138	3159	15270000000	2050	2050	1250	204.0507894
2151	7913	246	1354	85	2543	7.181E+11	1648	-1950	1350	912.5952802
2152	7519	232	1347	94	2536	7.407E+11	1711	-1850	1350	979.4334398
2153	5755	224	1141	107	2198	5.813E+11	1741	-1750	1350	1051.546281
2154	5956	237	1030	114	2067	5.836E+11	1785	-1650	1350	1049.078048
2155	6515	243	1120	112	1948	6.088E+11	1711	-1550	1350	977.2688463
2156	6423	256	1179	109	1917	5.644E+11	1730	-1450	1350	878.1202371
2157	5703	258	1102	110	1705	5.39E+11	1722	-1350	1350	779.1892606
2158	5679	240	926	107	1439	6.55E+11	1643	-1250	1350	680.5708315
2159	6117	236	965	101	1415	7.386E+11	1568	-1150	1350	582.4237372
2160	8623	237	1154	91	1443	7.611E+11	1453	-1050	1350	485.034187
2161	7479	247	1190	84	1509	4.649E+11	1440	-950	1350	388.9716128
2162	8169	246	1265	70	1721	7.665E+11	1603	-850	1350	295.5328551
2163	5683	247	958	66	1611	5.709E+11	1785	-750	1350	208.2796711
2164	5435	224	968	58	1642	5.547E+11	1722	-650	1350	139.3598734
2165	5113	226	707	70	1763	4.513E+11	1737	-550	1350	119.2750918
2166	3973	227	665	76	1662	3.502E+11	1696	-450	1350	54.04200838
2167	4617	214	787	84	1516	3.723E+11	1665	-350	1350	7.439622895
2168	4316	225	662	101	1380	3.803E+11	1791	-250	1350	90.7728647
2169	4531	217	791	113	1135	3.925E+11	1814	-150	1350	170.1918343
2170	4795	216	990	106	1053	5.717E+11	1989	-50	1350	218.4803611
2171	5105	218	1020	102	797	1.793E+11	1929	50	1350	215.995653
2172	1961	241	480	107	736	1.528E+11	2089	150	1350	213.6677621
2173	2148	247	476	104	918	4.469E+11	2117	250	1350	237.1272207
2174	2063	259	402	105	1090	98920000000	2103	350	1350	274.6206466
2175	2857	235	465	97	1244	1.594E+11	1879	450	1350	182.5082348
2176	2695	216	467	86	1249	2.631E+11	1711	550	1350	105.8395577
2177	5021	212	779	62	865	5.963E+11	1703	650	1350	84.00974963
2178	5060	216	953	51	805	5.232E+11	1731	750	1350	5.177488627
2179	6903	200	1220	52	999	6.724E+11	1739	850	1350	23.13042056
2180	7376	182	1210	78	972	6.933E+11	1676	950	1350	122.5671232
2181	7752	163	1178	87	999	6.594E+11	1584	1050	1350	222.4379219
2182	5962	197	1019	102	1370	7.632E+11	1767	1150	1350	216.8991467
2183	10303	168	1267	100	1249	5.92E+11	1569	1250	1350	205.0713428
2184	8428	179	1317	121	1156	3.918E+11	1679	1350	1350	200.4358177
2185	5597	193	1044	125	1205	2.599E+11	1728	1450	1350	198.6987623
2186	5443	184	950	124	1363	4.019E+11	1641	1550	1350	101.285339
2187	3312	259	715	132	2095	3.08E+11	2206	1650	1350	1.286798952
2188	1962	258	552	133	1653	1.165E+11	2092	1750	1350	11.97567531
2189	1571	276	324	139	2012	73370000000	2126	1850	1350	87.25451994
2190	1019	262	195	88	3098	35300000000	1945	1950	1350	138.5707592
2191	791	257	179	68	3652	24850000000	1852	2050	1350	208.7978719
2192	6449	255	1163	90	2219	5.201E+11	1758	-1850	1450	1053.482684
2193	5895	247	1109	99	2106	5.803E+11	1769	-1750	1450	1120.841418
2194	5652	249	1067	110	1640	5.783E+11	1825	-1650	1450	1069.994977
2195	5763	250	1041	112	1468	6.038E+11	1782	-1550	1450	970.0154657
2196	6027	254	1049	111	1421	5.867E+11	1752	-1450	1450	870.0406638
2197	5461	246	1065	108	1434	5.975E+11	1742	-1350	1450	770.0724054
2198	5954	240	998	93	1395	6.072E+11	1713	-1250	1450	670.1136191
2199	6110	251	981	87	1214	6.923E+11	1643	-1150	1450	570.1692867
2200	4053	245	707	51	1400	3.383E+11	1612	-450	1450	18.78713539
2201	4266	256	705	64	1320	1.992E+11	1731	-350	1450	84.87730272
2202	3216	261	670	79	1294	2.844E+11	1862	-250	1450	146.8816399
2203	2990	268	513	109	1229	2.626E+11	1932	-150	1450	229.3833243
2204	1641	272	384	117	1129	1.761E+11	2029	-50	1450	311.4228856
2205	1667	270	318	121	997	1.074E+11	2042	50	1450	315.9647793
2206	1531	274	288	128	923	2.309E+11	2059	150	1450	313.6615866
2207	1665	262	416	115	1034	94110000000	2095	250	1450	330.0893775
2208	2331	257	509	114	1262	2.116E+11	2139	350	1450	320.5933789
2209	3365	226	615	107	1447	4.582E+11	1872	450	1450	246.3186367
2210	2998	190	575	96	1312	3.649E+11	1774	550	1450	194.9794389
2211	5265	195	914	75	668	9.113E+11	1746	650	1450	101.3154692
2212	7825	164	1464	51	634	6.603E+11	1704	750	1450	42.54960121
2213	7847	172	1135	48	695	7.63E+11	1404	850	1450	17.6357503
2214	5022	167	1071	74	864	4.428E+11	1690	950	1450	117.5078693
2215	6597	162	1104	92	1066	5.056E+11	1721	1050	1450	130.6827194
2216	5252	168	1025	102	1392	5.143E+11	1536	1150	1450	117.6010951
2217	6184	195	973	107	1439	3.486E+11	1692	1250	1450	105.7732912
2218	6492	169	1102	117	1040	3.252E+11	1663	1350	1450	100.5036732
2219	3981	205	841	125	1141	2.048E+11	1751	1450	1450	98.72475503
2220	3330	195	803	127	1385	1.356E+11	1991	1550	1450	70.73615038
2221	3656	219	733	126	1785	1.798E+11	1838	1650	1450	19.72610596
2222	3561	221	610	118	1597	1.052E+11	1725	1750	1450	7.227516914
2223	2907	264	678	55	1232	1.96E+11	1741	-250	1550	223.7966138
2224	2274	278	431	90	1292	1.951E+11	1866	-150	1550	287.9897827
2225	1683	285	366	101	1209	1.377E+11	2024	-50	1550	367.993784
2226	1518	284	306	111	1094	1.246E+11	2034	50	1550	415.9339057
2227	1484	282	291	118	1004	1.442E+11	2029	150	1550	413.6583968
2228	1596	269	329	112	1171	1.347E+11	2107	250	1550	426.249546
2229	1643	257	365	114	1325	1.918E+11	2114	350	1550	369.73725
2230	2002	243	402	114	1336	2.581E+11	2042	450	1550	269.7540524
2231	2451	226	440	116	1209	3.933E+11	1883	550	1550	169.790646
2232	3999	209	717	102	775	4.34E+11	1732	650	1550	69.93195386
2233	3746	213	797	80	726	7.87E+11	1807	750	1550	11.97626382
2234	6706	128	1048	50	724	6.356E+11	1404	850	1550	26.63353376
2235	4604	186	963	67	1058	8.11E+11	1536	950	1550	22.61439925
2236	4548	237	675	81	1809	3.001E+11	1805	1050	1550	42.43935136
2237	6676	202	923	84	1715	4.412E+11	1444	1150	1550	18.30304351
2238	7379	179	1077	88	1569	6.214E+11	1496	1250	1550	6.475239552
2239	6330	213	803	85	1576	3.028E+11	1584	1350	1550	0.571528676
2240	4203	236	651	85	1805	1.784E+11	1777	1450	1550	1.249252202
2241	3337	222	566	93	1739	1.495E+11	1750	1550	1550	1.030633164
2242	3708	226	565	58	1708	1.007E+11	1686	1650	1550	45.02845055
2243	2498	277	433	69	1259	4.267E+11	1731	-150	1650	362.8854123
2244	1820	282	375	83	1255	2.387E+11	1936	-50	1650	429.3041041
2245	1669	286	342	94	1225	1.223E+11	2006	50	1650	506.8709945
2246	1591	286	332	100	1182	1.31E+11	2079	150	1650	513.656449
2247	1608	269	349	109	1217	1.817E+11	2107	250	1650	479.0471809
2248	1511	264	325	116	1231	1.708E+11	2121	350	1650	381.5072951
2249	1634	251	316	119	1178	1.621E+11	2032	450	1650	285.6736441
2250	1962	239	345	118	1087	2.388E+11	1960	550	1650	194.0903028
2251	2894	233	552	112	785	1.95E+11	1858	650	1650	117.186434
2252	3599	230	650	100	748	3.316E+11	1881	750	1650	85.82951167
2253	6841	186	983	80	784	4.315E+11	1639	850	1650	73.28566639
2254	4998	215	885	61	1217	3.587E+11	1848	950	1650	8.172651365
2255	5597	222	893	63	1561	4.139E+11	1773	1050	1650	22.50876595
2256	2749	253	575	73	2209	1.676E+11	2026	1150	1650	76.48849492
2257	2623	250	551	87	2299	82250000000	1966	1250	1650	92.82281206
2258	2083	260	411	85	2174	47480000000	1981	1350	1650	99.36061584
2259	1496	272	338	78	2228	26070000000	2015	1450	1650	101.2232594
2260	1134	287	277	65	2230	29950000000	2025	1550	1650	98.94337407
2261	2136	283	461	73	1458	1.712E+11	1955	50	1750	570.6714577
2262	2014	286	478	85	1475	1.674E+11	2139	150	1750	601.8860099
2263	1924	280	424	104	1266	1.817E+11	2137	250	1750	508.2601535
2264	1631	274	379	109	1231	1.892E+11	2125	350	1750	417.6002854
2265	1223	286	281	118	1032	1.173E+11	2204	450	1750	332.342614
2266	1330	289	256	130	873	91290000000	2156	550	1750	257.9015854
2267	1751	273	348	126	799	1.851E+11	2078	650	1750	206.3367211
2268	2351	264	399	119	803	80080000000	2034	750	1750	183.6352871
2269	2460	267	384	113	880	1.114E+11	1970	850	1750	135.5882056
2270	3496	234	564	64	754	2.527E+11	1875	950	1750	80.57172819
2271	4945	197	771	61	711	4.749E+11	1789	1050	1750	74.210783
2272	2200	231	635	71	1863	1.287E+11	1868	1150	1750	109.2252968
2273	1752	270	341	81	2811	36940000000	1909	1250	1750	192.1208637
2274	1066	280	186	76	3239	1.876E+11	1900	1350	1750	199.2927604
2275	772	282	170	59	3158	24640000000	1848	1450	1750	201.1972667
2276	2589	280	538	86	1337	3.208E+11	1985	150	1850	641.1777843
2277	2322	282	475	104	1223	2.128E+11	2029	250	1850	554.2297049
2278	1809	288	394	111	1313	1.773E+11	2100	350	1850	472.474529
2279	1326	300	299	123	1309	1.018E+11	2288	450	1850	399.1162678
2280	1447	294	289	140	1032	70330000000	2229	550	1850	339.6401183
2281	1666	270	360	126	826	1.749E+11	2073	650	1850	302.3524841
2282	1650	280	325	123	791	72010000000	2085	750	1850	276.1871951
2283	1693	266	351	114	853	1.696E+11	2021	850	1850	210.6822456
2284	2501	237	474	70	794	1.399E+11	1989	950	1850	180.2538821
2285	3404	212	624	60	985	3.441E+11	1850	1050	1850	174.01604
2286	2833	205	673	69	1780	3.131E+11	1670	1150	1850	191.2195612
2287	1137	255	355	74	2920	31450000000	1771	1250	1850	250.5656352
2288	2886	278	531	111	964	2.124E+11	1836	250	1950	613.1987834
2289	2847	274	548	119	1061	1.732E+11	1922	350	1950	540.4390462
2290	1808	262	467	125	1167	1.655E+11	2040	450	1950	477.6358209
2291	1711	275	326	133	927	69340000000	2061	550	1950	429.1824694
2292	1574	280	329	127	805	80710000000	2037	650	1950	400.0802316
2293	1836	274	363	124	766	81350000000	2023	750	1950	349.6887385
2294	1820	258	375	117	804	1.252E+11	2013	850	1950	300.6490574
2295	2067	237	389	83	1161	94770000000	2095	950	1950	280.0591391
2296	2642	219	454	72	1639	1.194E+11	1927	1050	1950	273.821297
2297	2154	218	458	75	2354	1.217E+11	1711	1150	1950	284.9555679
2298	2467	279	517	114	1053	1.926E+11	1911	350	2050	617.1843686
2299	1648	270	426	115	1049	1.775E+11	2000	450	2050	563.0081345
2300	1382	282	272	127	842	1.278E+11	2005	550	2050	522.5320796
2301	1495	281	298	128	788	1.073E+11	2001	650	2050	490.0789927
2302	1816	268	366	130	824	93230000000	1947	750	2050	433.9182653
2303	1679	254	373	124	831	1.379E+11	1944	850	2050	395.4651728
2304	1728	241	313	95	1300	75210000000	2008	950	2050	379.8643961
2305	1982	230	327	79	1846	60640000000	1923	1050	2050	373.6525309
2306	1307	227	328	70	2594	51660000000	1748	1150	2050	381.8827448
2307	1481	281	339	104	940	1.152E+11	2013	450	2150	652.5491106
2308	1381	277	254	120	809	65830000000	2018	550	2150	617.9659832
2309	1428	275	239	126	791	85200000000	1977	650	2150	571.1219364
2310	1472	269	240	129	818	93380000000	1964	750	2150	523.725031
2311	1365	265	231	129	913	98230000000	1966	850	2150	492.3368258
2312	1228	248	197	116	1414	94050000000	1947	950	2150	479.6696531
2313	1169	237	198	107	1765	72930000000	1896	1050	2150	473.5514428
2314	1506	230	204	93	2253	51250000000	1679	1150	2150	480.0720632
2315	1068	281	208	119	915	88910000000	2038	550	2250	709.9827261
2316	1017	276	199	127	884	78250000000	2026	650	2250	657.4063533
2317	972	272	193	131	884	79550000000	1994	750	2250	616.6771888
